10 bcdefghi,aihjdc,abd,acbjhgfe,adf,aedg,afdh,agdjbi,ahb,bhd
10 bcdef,afgh,aijd,acj,ajhg,agb,bfe,bei,chj,cied
10 bcdefg,agfhi,ajd,acje,adih,ahbg,afb,bfe,bej,cid
10 bcdef,afg,ahd,ache,adij,ajgb,bfji,cid,ehg,egf
10 bcdefghi,aidj,ajd,acjbe,adif,aehg,afh,agfi,aheb,bdc
10 bcdefgh,ahi,aigd,acfj,ajf,aejdg,afch,agib,bhc,dfe
10 bcdefgh,ahi,aigd,acfj,ajf,aejd,ach,agib,bhc,dfe
10 bcdefg,ahdi,aid,acib,ahf,aejg,afj,bje,bdc,fhg
10 bcdef,agh,aid,acje,adj,aihg,bfh,bgf,cfj,die
10 bcdefg,ahei,ajd,acji,abf,aehg,afh,bgf,bdj,cid
10 bcdef,agh,afd,acie,adi,aicj,bjh,bgj,dfe,fhg
10 bcdefg,ahi,afd,acje,adj,ajcg,afih,bgi,bhg,dfe
10 bcdefg,ahdi,aid,acibe,adhf,aejg,afj,bje,bdc,fhg
10 bcdefg,ahei,ajd,acjie,adbf,aehg,afh,bgf,bdj,cid
10 bcdefg,ahi,aifd,acje,adj,ajcg,afih,bgi,bhgc,dfe
10 bcdef,aghi,aih,ahge,adjf,aej,bjd,bdci,bhc,egf
10 bcdef,agdh,aij,ajbe,adgf,aeg,bfe,bji,chj,cihd
10 bcdef,aghc,abh,ahge,adij,aji,bid,bdc,egfj,eif
10 bcde,afgh,ahg,aije,adj,bji,bich,bgc,dgf,dfe
10 bcdefg,aghfi,aijd,acj,ajif,aebh,ahb,bgf,bec,ced
10 bcdef,agdh,ahd,achbi,aijf,aej,bji,bdc,dge,egf
10 bcdef,aghi,ajd,acjih,ahgf,aeg,bfe,bed,bdj,cid
10 bcdefg,agdh,ahi,aibe,adgj,ajg,afjeb,bic,chd,egf
10 bcdefg,adh,ahi,aibe,adgj,ajg,afje,bic,chd,egf
10 bcdef,agdh,ahd,achb,agi,aij,bje,bdc,ejf,fig
10 bcdef,ageh,aid,acih,abj,ajg,bfj,bdi,chd,egf
10 bcde,afg,aeh,ahi,aicj,bjg,bfj,cid,dhe,egf
10 bcdef,agh,aei,aij,ajcf,aehg,bfh,bgf,cjd,die
10 bcdef,agdh,ahd,achbe,adgi,aij,bje,bdc,ejf,fig
10 bcdef,ageh,aid,acihe,adbj,ajg,bfj,bdi,chd,egf
10 bcdef,agh,ahei,aij,ajcf,aehg,bfh,bgfc,cjd,die
10 bcde,afdg,ahi,aibj,ajf,bej,bih,cgi,chgd,dfe
10 bcdefgh,ahei,ajd,acjie,adbf,aehg,afh,agfb,bdj,cid
10 bcdefg,agfh,aid,acije,adhf,aebg,afb,bej,cjd,dih
10 bcdefgh,aij,ajgd,acfe,adf,aedg,afch,agji,bhj,bihc
10 bcdefg,agdh,aij,ajbe,adgf,aeg,afeb,bji,chj,cihd
10 bcdef,afeg,ahi,aige,adbf,aeb,bdj,cji,chjd,gih
10 bcdefg,ahdc,abd,acbe,adhf,aeij,aji,bie,fhgj,fig
10 bcdef,afgh,aij,agfe,adf,aedb,bdj,bji,chj,cihg
10 bcdefgh,ahigj,ajed,ace,adcf,aejg,afbi,aib,bhg,bfc
10 bcdefg,aghi,ajd,acjih,ahgf,aeg,afeb,bed,bdj,cid
10 bcdef,afeg,ahd,achij,ajbf,aeb,bji,cid,dhg,dge
10 bcdefgh,ahei,aid,acie,adbf,aehj,ajh,agjfb,bdc,fhg
10 bcdefg,ageh,aid,acihe,adbj,ajg,afjb,bdi,chd,egf
10 bcdef,afgh,aid,acije,adhg,agb,bfe,bej,cjd,dih
10 bcde,afg,ahd,achie,adjf,beg,bfj,cid,dhj,eig
10 bcdefg,ahi,aifj,aje,adjf,aecg,afih,bgi,bhgc,ced
10 bcdef,afdg,ahi,aibj,ajf,aejb,bih,cgi,chgd,dfe
10 bcdefg,aghfi,ajd,acje,adif,aebh,ahb,bgf,bej,cid
10 bcdef,agh,aid,acie,adjf,aehg,bfh,bgfj,cjd,eih
10 bcdefgh,aic,abih,agj,ajf,aejg,afdh,agci,bhc,dfe
10 bcdefg,ahi,afj,aje,adjf,aecg,afih,bgi,bhg,ced
10 bcdefghi,ajc,abji,ahe,adgf,aeg,afeh,agdi,ahcj,bic
10 bcdefgh,ahei,ajd,acji,abf,aehg,afh,agfb,bdj,cid
10 bcdefg,agfh,aid,acij,ahf,aebg,afb,bej,cjd,dih
10 bcdefg,ahi,agd,acfe,adf,aedg,afcj,bji,bhj,gih
10 bcdef,afeg,ahi,age,adbf,aeb,bdj,cji,chj,gih
10 bcdefgh,aij,agd,acfe,adf,aedg,afch,agji,bhj,bih
10 bcdefghi,aij,ajgd,acfe,adf,aedg,afch,agji,ahjb,bihc
10 bcdefgh,aidc,abd,acbe,adif,aejg,afjh,agj,bje,fihg
10 bcdefghi,aihgj,ajed,ace,adcf,aejg,afbh,agbi,ahb,bfc
10 bcdefghi,aiej,ajd,acje,adbf,aeig,afih,agi,ahgfb,bdc
10 bcdefgh,ahi,aifj,aje,adjf,aecg,afih,agib,bhgc,ced
10 bcdefgh,ahgfi,ajd,acje,adif,aebg,afbh,agb,bej,cid
10 bcdefg,agh,aid,acie,adjf,aehg,afhb,bgfj,cjd,eih
10 bcdefghi,aic,abih,agj,ajf,aejg,afdh,agci,ahcb,dfe
10 bcdefgh,ahi,afj,aje,adjf,aecg,afih,agib,bhg,ced
10 bcdefghij,ajc,abji,ahe,adgf,aeg,afeh,agdi,ahcj,aicb
10 bcdefghi,aij,agd,acfe,adf,aedg,afch,agji,ahjb,bih
10 bcdefghij,ajc,abjihd,ache,adgf,aeg,afeh,agdc,acj,aicb
10 bcdefghi,aij,ajhg,age,adgf,aeg,afedch,agci,ahjb,bic
10 bcdefgh,ahgfei,aijd,acj,ajib,abg,afbh,agb,bec,ced
10 bcdefghi,aiec,abjd,acj,ajb,aig,afih,agi,ahgfb,ced
10 bcdefghi,aihj,afd,acfe,adf,aedcjg,afjh,agbi,ahb,bgf
10 bcdefgh,ahi,afd,acfe,adf,aedcjg,afjh,agib,bhj,fig
10 bcdefghi,adj,ajd,acjbie,adif,aehg,afh,agfi,ahed,bdc
10 bcdefgh,ahi,aigf,afj,ajf,aejdcg,afch,agib,bhc,dfe
10 bcdefgh,ahi,aig,afj,ajf,aejdg,afch,agib,bhc,dfe
10 bcdefgh,ahgi,aej,aje,adjcif,aeig,afbh,agb,bfe,ced
10 bcdefgh,aij,ajgd,acfe,adf,aedg,afcj,aji,bhj,bihgc
10 bcdefg,agfh,aij,aji,aihf,aebg,afb,bei,chedj,cid
10 bcdef,agdc,abd,acbh,aij,aji,bih,dgi,ehgfj,eif
10 bcdefgh,ahigfj,ajed,ace,adcf,aejb,abi,aib,bhg,bfc
10 bcdefg,agfh,aei,aie,adichj,ajbg,afb,bje,ced,ehf
10 bcdefgh,ahei,aid,acie,adbh,ahj,ajh,agjfeb,bdc,fhg
10 bcdefg,ahi,aigf,afj,ajf,aejdcg,afch,bgi,bhc,dfe
10 bcdef,agh,ahei,aij,ajch,ahg,bfh,bgfec,cjd,die
10 bcdefg,ahc,abhgd,acfi,aij,ajd,ach,bgc,dje,eif
10 bcdefg,aghi,aej,aje,adjcif,aeih,ahb,bgf,bfe,ced
10 bcdefg,ahi,aifj,aje,adjf,aeci,aih,bgi,bhgfc,ced
10 bcdef,afgh,aij,aji,aihg,agb,bfe,bei,chedj,cid
10 bcdefgh,ahigc,abfj,aje,adjf,aec,abi,aib,bhg,ced
10 bcdefg,aghfi,ajd,acje,adi,abh,ahb,bgf,bej,cid
10 bcdef,agh,aid,acie,adj,ahg,bfh,bgfj,cjd,eih
10 bcdefghi,ajc,abjid,ache,adgf,aeg,afeh,agd,acj,bic
10 bcdefghi,aij,ajgd,acfe,adf,aedg,afcj,aji,ahjb,bihgc
10 bcdefgh,ahgi,ajd,acje,adj,ajig,afbh,agb,bfj,cifed
10 bcdefg,ahdc,abd,acbi,ajf,aejg,afj,bji,dhj,eihgf
10 bcdefghi,aihgfj,ajed,ace,adcf,aejb,abh,agbi,ahb,bfc
10 bcdefgh,ahgi,afd,acfe,adf,aedcij,ajbh,agb,bjf,fig
10 bcdefghi,aiej,ajd,acje,adbi,aig,afih,agi,ahgfeb,bdc
10 bcdefgh,aij,ajhg,age,adgf,aeg,afedch,agci,bhj,bic
10 bcdefg,agh,ahei,aij,ajch,ahg,afhb,bgfec,cjd,die
10 bcdefgh,ahgfc,abei,aij,ajc,abg,afbh,agb,cjd,die
10 bcdefg,agfeh,aij,ajh,abf,aebg,afb,bdi,chj,cid
10 bcdef,afg,ahi,aij,agf,aegb,bfej,cji,chd,dhg
10 bcdefgh,ahij,afd,acfe,adf,aedcjg,afji,aib,bhg,bgf
10 bcdefg,ahi,afd,acfe,adf,aedcjg,afjh,bgi,bhj,fig
10 bcdefgh,ahi,aifj,aje,adjf,aeci,aih,agib,bhgfc,ced
10 bcdefg,aghi,ajd,acje,adj,ajih,ahb,bgf,bfj,cifed
10 bcdefgh,ahgfei,ajd,acje,adib,abg,afbh,agb,bej,cid
10 bcdefg,agh,aid,acie,adjh,ahg,afhb,bgfej,cjd,eih
10 bcdefghi,aic,abihd,acgj,ajf,aejg,afd,aci,ahcb,dfe
10 bcdefgh,ahgfi,ajd,acje,adi,abg,afbh,agb,bej,cid
10 bcdefg,agh,aid,acie,adj,ahg,afhb,bgfj,cjd,eih
10 bcdefghij,ajc,abjid,ache,adgf,aeg,afeh,agd,acj,aicb
10 bcdefghij,ajc,abihd,ache,adgf,aeg,afeh,agdc,acj,aib
10 bcdefghi,aij,ajhg,age,adf,aeg,afdch,agci,ahjb,bic
10 bcdefgh,ahfei,aijd,acj,ajib,abg,afh,agb,bec,ced
10 bcdefghi,aiec,abjd,acj,ajb,aig,afh,agi,ahfb,ced
10 bcdefghi,aihj,afd,ace,adf,aecjg,afjh,agbi,ahb,bgf
10 bcdefgh,ahi,afd,ace,adf,aecjg,afjh,agib,bhj,fig
10 bcdefghi,aij,ajgd,acfe,adf,aedg,afcj,aji,ahb,bhgc
10 bcdefgh,ahgi,ajd,ace,adj,ajig,afbh,agb,bfj,cife
10 bcdefg,ahdc,abd,acbi,ajf,aeg,afj,bji,dhj,eihg
10 bcdefghi,aigfj,ajed,ace,adcf,aejb,abh,agi,ahb,bfc
10 bcdefgh,ahgi,afd,ace,adf,aecij,ajbh,agb,bjf,fig
10 bcdefg,agh,afd,ace,adf,aecij,ajhb,bgi,fhj,fig
10 bcdefghi,aiej,ajd,acje,adbi,aig,afh,agi,ahfeb,bdc
10 bcdefgh,aij,ajhg,age,adf,aeg,afdch,agci,bhj,bic
10 bcdefgh,aij,ajh,age,adf,aeg,afdh,agci,bhj,bic
10 bcdefg,ageh,aij,ajh,abf,aeg,afb,bdi,chj,cid
10 bcdefg,agh,ahei,aij,ajch,ahg,afb,bfec,cjd,die
10 bcdefg,agedh,aij,ajhb,abf,aeg,afb,bdi,chj,cid
10 bcdef,afg,ahi,aijg,agf,aeb,bedj,cji,chd,dhg
10 bcdefgh,ahij,afd,ace,adf,aecjg,afji,aib,bhg,bgf
10 bcdefg,ahi,afd,ace,adf,aecjg,afjh,bgi,bhj,fig
10 bcdefg,agehi,ajd,acjh,abf,aeg,afb,bdi,bhj,cid
10 bcdef,agh,afd,ace,adf,aecij,bjh,bgi,fhj,fig
10 bcde,aef,agh,afe,adb,bdij,cjh,cgi,fhj,fig
10 bcdef,afg,ahd,achi,agf,aeb,beij,cjd,djg,gih
10 bcdefgh,ahi,aifj,aje,adjf,aeci,aih,agb,bgfc,ced
10 bcdefg,aghi,ajd,ace,adj,ajih,ahb,bgf,bfj,cife
10 bcdefgh,ahfei,ajd,acje,adib,abg,afh,agb,bej,cid
10 bcdefg,agh,aid,acie,adjh,ahg,afb,bfej,cjd,eih
10 bcdefghi,aic,abhd,acgj,ajf,aejg,afd,aci,ahb,dfe
10 bcdefgh,ahfi,ajd,acje,adi,abg,afh,agb,bej,cid
10 bcdefghij,ajc,abid,ache,adgf,aeg,afeh,agd,acj,aib
10 bcdefghij,ajc,abih,ahe,adgf,aeg,afeh,agdc,acj,aib
10 bcdefghi,aij,ajhg,age,adf,aeg,afdc,aci,ahjb,bic
10 bcdefgh,ahi,afd,acje,adj,ajci,aih,agb,bgf,dfe
10 bcdefghi,aihj,afd,ace,adf,aecj,ajh,agbi,ahb,bgf
10 bcdefgh,ahi,afd,ace,adf,aecj,ajh,agib,bhj,fig
10 bcdefghi,aij,agd,acfe,adf,aedg,afcj,aji,ahb,bhg
10 bcdefgh,ahgi,ajd,ace,adj,aig,afbh,agb,bfj,cie
10 bcdefg,agh,aid,ace,adi,ajg,afhb,bgj,cje,fih
10 bcdefghi,aej,ajd,acje,adbi,aig,afh,agi,ahfe,bdc
10 bcdefgh,aij,ajhg,age,adf,aeg,afdc,aci,bhj,bic
10 bcdefg,agh,aei,aij,ajch,ahg,afb,bfe,cjd,die
10 bcdefgh,ahij,afd,ace,adf,aecj,aji,aib,bhg,bgf
10 bcdefg,ahi,afd,ace,adf,aecj,ajh,bgi,bhj,fig
10 bcdefgh,ahi,afj,aje,adjf,aeci,aih,agb,bgf,ced
10 bcdefg,aghi,ajd,ace,adj,aih,ahb,bgf,bfj,cie
10 bcdef,agh,aid,ace,adi,ajg,bfh,bgj,cje,fih
10 bcdefghij,ajc,abjd,acih,ahf,aehg,afh,agfed,adj,aicb
10 bcdefghi,aij,ajhg,age,adgf,aeg,afedc,aci,ahjb,bic
10 bcdefgh,ahi,afd,acje,adj,ajci,aih,agib,bhgf,dfe
10 bcdefghi,aihj,afd,acfe,adf,aedcj,ajh,agbi,ahb,bgf
10 bcdefgh,ahi,afd,acfe,adf,aedcj,ajh,agib,bhj,fig
10 bcdefghi,adj,ajd,acjbi,aif,aehg,afh,agfi,ahed,bdc
10 bcdefgh,ahi,aigf,afj,ajf,aejdc,ach,agib,bhc,dfe
10 bcdefg,ahi,afd,acje,adj,ajci,aih,bgi,bhgf,dfe
10 bcdefgh,ahgi,aej,aje,adjci,aig,afbh,agb,bfe,ced
10 bcdefg,agh,aei,aie,adicj,ajg,afhb,bgj,ced,ehf
10 bcdefgh,aij,agd,acfe,adf,aedg,afcj,aji,bhj,bihg
10 bcdefg,agfh,aij,aji,ahf,aebg,afb,bei,chdj,cid
10 bcdefgh,aei,aid,acie,adbh,ahj,ajh,agjfe,bdc,fhg
10 bcdefg,ahi,aigf,afj,ajf,aejdc,ach,bgi,bhc,dfe
10 bcdef,agh,aei,aij,ajch,ahg,bfh,bgfe,cjd,die
10 bcdefg,aghi,aej,aje,adjci,aih,ahb,bgf,bfe,ced
10 bcdefg,ahi,afj,aje,adjf,aeci,aih,bgi,bhgf,ced
10 bcdef,afgh,aij,aji,ahg,agb,bfe,bei,chdj,cid
10 bcdefghi,aij,agd,acfe,adf,aedg,afcj,aji,ahjb,bihg
10 bcdefgh,ahgi,ajd,acje,adj,aig,afbh,agb,bfj,cied
10 bcdefghi,aej,ajd,acje,adbi,aig,afih,agi,ahgfe,bdc
10 bcdefgh,aij,ajhg,age,adgf,aeg,afedc,aci,bhj,bic
10 bcdefg,agh,aei,aij,ajch,ahg,afhb,bgfe,cjd,die
10 bcdefgh,ahij,afd,acfe,adf,aedcj,aji,aib,bhg,bgf
10 bcdefg,ahi,afd,acfe,adf,aedcj,ajh,bgi,bhj,fig
10 bcdefgh,ahi,afj,aje,adjf,aeci,aih,agib,bhgf,ced
10 bcdefg,aghi,ajd,acje,adj,aih,ahb,bgf,bfj,cied
10 bcdefghij,ajc,abjd,acihe,adhf,aehg,afh,agfed,adj,aicb
10 bcdefghi,aij,ajhgd,acge,adgf,aeg,afedc,aci,ahjb,bic
10 bcdefgh,aiec,abed,ace,adcbi,aig,afjh,agj,bjfe,gih
10 bcdefg,ahdc,abd,acbhi,aif,aejg,afj,bid,dhje,fig
10 bcdef,agc,abghi,aie,adjf,aej,bhc,cgi,chjd,eif
10 bcdefgh,ahi,afd,acje,adj,ajcig,afih,agib,bhgf,dfe
10 bcdefg,ahic,abid,aci,ahf,aejg,afj,bjei,bhdc,fhg
10 bcdef,aghc,abh,aie,adjf,aej,bih,bgic,dhgj,eif
10 bcde,afg,ahd,acie,adi,bjg,bfjh,cgji,dhe,fhg
10 bcdefghi,aifej,ajed,ace,adcjb,abg,afih,agi,ahgb,bec
10 bcdefgh,ahi,aigfj,ajfe,adf,aedjc,ach,agib,bhc,cfd
10 bcdefg,agh,afd,acie,adi,aichj,ajhb,bgjf,dfe,fhg
10 bcdefgh,ahgi,ajed,ace,adcji,aig,afbh,agb,bfej,cie
10 bcdefgh,ahi,agd,acfe,adf,aedg,afcij,ajib,bhjg,gih
10 bcdefg,agfh,aijd,acj,ahf,aebg,afb,beji,chj,cihd
10 bcdefghi,aih,agfj,ajfe,adf,aedjc,ach,agbi,ahb,cfd
10 bcdefgh,ahi,agd,acfe,adf,aed,acij,ajib,bhjg,gih
10 bcdefghi,aidj,ajd,acjbi,aif,aehg,afh,agfi,ahedb,bdc
10 bcdefgh,ahi,aigfd,acfj,ajf,aejdc,ach,agib,bhc,dfe
10 bcdefg,ahdi,aid,acibh,ahf,aejg,afj,bjed,bdc,fhg
10 bcdefg,ahedi,ajd,acjib,abf,aehg,afh,bgf,bdj,cid
10 bcdefg,ahi,afd,acje,adj,ajcig,afih,bgi,bhgf,dfe
10 bcdef,aghi,aih,age,adjf,aej,bjdh,bgci,bhc,egf
10 bcdef,agdhi,ajh,abe,adgf,aeg,bfe,bcji,bhj,cih
10 bcdefgh,ahedi,ajd,acjib,abf,aehg,afh,agfb,bdj,cid
10 bcdefg,agfh,aid,acijh,ahf,aebg,afb,bedj,cjd,dih
10 bcdefgh,aij,agd,acfe,adf,aedg,afcjh,agji,bhj,bihg
10 bcdefg,agdhi,ajh,abe,adgf,aeg,afeb,bcji,bhj,cih
10 bcdef,afeg,ahi,age,adbf,aeb,bdij,cji,chjg,gih
10 bcdefghi,aic,abi,ahge,adgj,ajg,afjed,adi,ahcb,egf
10 bcdefgh,aidj,ajd,acjbi,aif,aehg,afh,agf,bed,bdc
10 bcdefgh,aedi,ajd,acjib,abf,aehg,afh,agf,bdj,cid
10 bcdefgh,aij,agd,acfe,adf,aed,acjh,agji,bhj,bihg
10 bcdefg,ahij,aji,ahe,adgf,aeg,afe,bdi,bhcj,bic
10 bcdefg,adhi,ajh,abe,adgf,aeg,afe,bcji,bhj,cih
10 bcdefghi,aij,agd,acfe,adf,aedg,afcjh,agji,ahjb,bihg
10 bcdefghi,aej,ajd,acje,adbif,aeig,afih,agi,ahgfe,bdc
10 bcdefgh,aij,ajhgd,acge,adgf,aeg,afedc,aci,bhj,bic
10 bcdefg,ahec,abed,ace,adcbh,ahi,aij,bjfe,fjg,gih
10 bcdef,agdc,abd,acbgh,ahi,aij,bhd,dgje,ejf,fih
10 bcdefg,agh,aei,aij,ajchf,aehg,afhb,bgfe,cjd,die
10 bcdef,aghc,abhd,ach,agi,aij,bjeh,bgdc,ejf,fig
10 bcde,afgc,abg,ahi,aij,bhg,bfhc,dgfj,dje,eih
10 bcdefgh,ahfei,aied,ace,adcib,abj,ajh,agjb,bec,fhg
10 bcdefg,ahi,aigfj,ajfe,adf,aedjc,ach,bgi,bhc,cfd
10 bcdefg,aghi,ajed,ace,adcji,aih,ahb,bgf,bfej,cie
10 bcdefg,agh,afi,aie,adif,aechj,ajhb,bgjf,ced,fhg
10 bcdef,afgh,aijd,acj,ahg,agb,bfe,beji,chj,cihd
10 bcdefgh,ahdi,aid,acibh,ahj,ajg,afjh,agedb,bdc,egf
10 bcdefg,ahi,aigfd,acfj,ajf,aejdc,ach,bgi,bhc,dfe
10 bcdef,agdh,ahd,achbg,agi,aij,bjed,bdc,ejf,fig
10 bcdef,agedh,aid,acihb,abj,ajg,bfj,bdi,chd,egf
10 bcdefg,agedh,aid,acihb,abj,ajg,afjb,bdi,chd,egf
10 bcdef,afgh,aid,acijh,ahg,agb,bfe,bedj,cjd,dih
10 bcde,afg,ahd,achij,ajf,beg,bfj,cid,dhj,dige
10 bcdefg,ahi,afj,aje,adjf,aecig,afih,bgi,bhgf,ced
10 bcdef,afdgh,aig,abj,ajf,aejb,bcih,bgi,chg,dfe
10 bcde,aefg,ahi,agf,afb,bed,bdij,cji,chjg,gih
10 bcdefgh,ahi,afj,aje,adjf,aecig,afih,agib,bhgf,ced
10 bcdefghij,ajc,abjih,ahe,adgf,aeg,afe,adci,ahcj,aicb
10 bcdefghi,ajec,abed,ace,adcbj,ajg,afih,agi,ahg,bfe
10 bcdefgh,aidc,abd,acbij,ajf,aehg,afh,agf,bjd,die
10 bcdefg,ahc,abhij,aje,adgf,aeg,afe,bic,chj,cid
10 bcdefghi,aij,agd,acfe,adf,aed,acjh,agji,ahjb,bihg
10 bcdefgh,aijc,abjd,acj,aif,aehg,afh,agf,bej,bidc
10 bcdefg,ahic,abi,aje,adgf,aeg,afe,bji,bhjc,dih
10 bcdef,agh,aid,acfe,adf,aed,bjh,bgji,chj,gih
10 bcdefghij,ajc,abjid,ache,adhgf,aeg,afeh,agedi,ahcj,aicb
10 bcdefghi,aij,ajihd,acge,adgf,aeg,afedh,agci,ahcjb,bic
10 bcdefgh,aiec,abed,ace,adcbf,aeig,afijh,agj,bjgf,gih
10 bcdefg,ahdc,abd,acbhe,adif,aeijg,afj,bid,ehjf,fig
10 bcdefghi,aihj,ajfd,acfe,adf,aedcg,afjh,agjbi,ahb,bhgc
10 bcdefgh,ahi,aijd,acjfe,adf,aedj,ajih,agib,bhgc,cgfd
10 bcdefg,ahidc,abd,acbi,aijf,aejg,afj,bji,bhed,ehgf
10 bcdef,agc,abgh,ahie,adif,aei,bjhc,cgjd,djfe,gih
10 bcdefgh,ahgfi,aijed,ace,adcj,ajbg,afbh,agb,bjc,cife
10 bcdefgh,ahij,ajd,acji,aihf,aehg,afh,agfeb,bedj,bidc
10 bcdefg,agh,ahij,aje,adji,aihg,afhb,bgfc,cfej,cied
10 bcdefg,agfeh,aid,acij,ajbf,aebg,afb,bji,chjd,dihe
10 bcdefghi,aigfj,ajed,ace,adcjf,aebg,afbih,agi,ahgb,bec
10 bcdefgh,ahi,aihgj,ajfe,adf,aedjg,afch,agcib,bhc,cfd
10 bcdefgh,ahgi,ajed,ace,adcjf,aeig,afibh,agb,bgfj,cie
10 bcdefghi,aidj,ajd,acjbe,adif,aeihg,afh,agfi,ahfeb,bdc
10 bcdefgh,ahi,aihgd,acfj,ajf,aejdg,afch,agcib,bhc,dfe
10 bcdefg,ahdi,aid,acibe,adhf,aehjg,afj,bjfe,bdc,fhg
10 bcdefg,ahfei,ajd,acjie,adbf,aebhg,afh,bgf,bdj,cid
10 bcdefgh,ahgi,aiej,aje,adjcf,aeig,afibh,agb,bgfc,ced
10 bcdefg,aghfi,aijed,ace,adcj,ajbh,ahb,bgf,bjc,cife
10 bcdefgh,ahfei,ajd,acjie,adbf,aebhg,afh,agfb,bdj,cid
10 bcdefg,agfh,aid,acije,adhf,aehbg,afb,bfej,cjd,dih
10 bcdef,afg,ahd,achie,adjf,aejgb,bfj,cid,dhj,eigf
10 bcdefgh,aij,ajgd,acgfe,adf,aedg,afdch,agji,bhj,bihc
10 bcdefg,agh,ahgfd,acij,aji,aicg,afchb,bgc,dfej,die
10 bcdef,aghi,aih,ahge,adgjf,aej,bjed,bdci,bhc,egf
10 bcdef,agedh,aij,ajbe,adbgf,aeg,bfe,bji,chj,cihd
10 bcdef,agdhc,abh,ahbge,adij,aji,bid,bdc,egfj,eif
10 bcdefg,agfh,ahij,aji,aihf,aehbg,afb,bfec,cedj,cid
10 bcdef,aghi,aid,acih,ahgj,ajg,bfje,bedi,bhdc,egf
10 bcdefg,agedh,aij,ajbe,adbgf,aeg,afeb,bji,chj,cihd
10 bcdef,afeg,ahi,aige,adgbf,aeb,bedj,cji,chjd,gih
10 bcdefg,ahedc,abd,acbe,adbhf,aeij,aji,bie,fhgj,fig
10 bcdefg,ahei,aid,acie,adibf,aehj,ajh,bgjf,bedc,fhg
10 bcdef,agh,ahgfd,acij,aji,aicg,bfch,bgc,dfej,die
10 bcde,afgh,ahg,agfi,aij,bjid,bdch,bgc,dfje,eif
10 bcdef,afgdh,aij,ajbg,agf,aegb,bfed,bji,chj,cihd
10 bcde,aefg,ahi,aigf,afb,bedg,bfdj,cji,chjd,gih
10 bcdefgh,ahigj,ajfed,ace,adcf,aecjg,afbi,aib,bhg,bfc
10 bcdefg,agh,ahgid,acfj,ajf,aejdi,aichb,bgc,cgf,dfe
10 bcdef,agdh,ahd,achbi,aigjf,aej,bjei,bdc,dge,egf
10 bcdefg,agehi,ajd,acjih,ahbgf,aeg,afeb,bed,bdj,cid
10 bcdef,afeg,ahd,achij,ajgbf,aeb,beji,cid,dhg,dge
10 bcdefgh,ahei,aid,acie,adibf,aehj,ajh,agjfb,bedc,fhg
10 bcdefg,ahi,aihgd,acfj,ajf,aejdg,afch,bgci,bhc,dfe
10 bcdef,agdh,ahd,achbe,adgi,aij,bjie,bdc,egjf,fig
10 bcdefg,aghi,aiej,aje,adjcf,aeih,ahb,bgfi,bhfc,ced
10 bcdefg,aghei,ajd,acjie,adbh,ahg,afhb,bgfe,bdj,cid
10 bcdef,afgh,aid,acije,adhg,agb,bfeh,bgej,cjd,dih
10 bcdefg,aghfi,ajd,acje,adjif,aebh,ahb,bgf,bej,cied
10 bcdef,agh,aid,acie,adijf,aehg,bfh,bgfj,cjed,eih
10 bcdefghi,aij,ajgd,acgfe,adf,aedg,afdch,agji,ahjb,bihc
10 bcdefgh,ahi,aihgd,acje,adjf,aej,ajch,agcib,bhc,dgfe
10 bcdefg,ahic,abid,aci,aihf,aehjg,afj,bjfe,bedc,fhg
10 bcdef,aghc,abh,ahie,adijf,aej,bih,bgdc,dgje,eif
10 bcde,afg,aghd,achie,adi,bjg,bfjc,cjid,dhe,fhg
10 bcdefg,ahdic,abi,aibhe,adjf,aejg,afj,bjd,bdc,ehgf
10 bcdef,agh,ahgid,acje,adjf,aej,bich,bgc,cgj,dife
10 bcdefgh,ahfei,aijd,acj,ajbf,aebhg,afh,agfb,bjc,cied
10 bcdefg,agh,ahgfi,aije,adj,ajcg,afchb,bgc,cjd,dife
10 bcdef,agdhc,abh,ahbgi,aijf,aej,bjd,bdc,dje,eigf
10 bcdefg,agfh,aijd,acj,ajhf,aehbg,afb,bfei,chj,cied
10 bcdef,aghdc,abd,acbh,aijf,aej,bjh,bgid,ehj,eigf
10 bcdefg,ahedc,abd,acbe,adbhi,aijg,afj,bje,ejf,fihg
10 bcdefgh,aiedc,abd,acbe,adbif,aejg,afjh,agj,bje,fihg
10 bcdefg,ahc,abhd,achie,adjf,aejg,afj,bidc,dhj,eigf
10 bcdefghi,aihgj,ajfed,ace,adcf,aecjg,afbh,agbi,ahb,bfc
10 bcdefgh,ahi,aihjd,acge,adgf,aeg,afedj,ajcib,bhc,chg
10 bcdefg,ahec,abed,ace,adcbi,aihjg,afj,bjfi,ehf,fhg
10 bcdef,agdc,abd,acbgh,ahijf,aej,bid,die,ehgj,eif
10 bcdefgh,ahfij,ajed,ace,adcji,aibhg,afh,agfb,bfe,bec
10 bcdefg,agh,ahgij,ajfe,adf,aedji,aichb,bgc,cgf,cfd
10 bcdefg,agfh,aied,ace,adcij,ajhbg,afb,bfji,che,ehf
10 bcdefghi,aiej,ajd,acje,adjbf,aeig,afih,agi,ahgfb,bedc
10 bcdefgh,aij,ajihd,acge,adgf,aeg,afedh,agci,bhcj,bic
10 bcdefg,ahec,abed,ace,adcbf,aehi,aij,bjif,fhjg,gih
10 bcdef,agdc,abd,acbge,adhi,aij,bhd,egji,ehjf,fih
